n,k,ab,ab_sd,d,d_shift,d_sd,d_trend,n0,max_d,d_interest,k_1,k_2,k_3,k_4,k_5
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,145.0,100.0,72.0,45.8216278904,46.8662160339,47.496704495,45.9434396256,45.7130863354
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,145.0,100.0,72.0,47.3052168666,45.161814066,45.0123565419,43.2916322231,46.5029836434
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,150.0,100.0,72.0,50.9944765938,51.2535659199,51.1041394598,50.5567258198,50.3904097866
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,150.0,100.0,72.0,48.8969995149,49.9982765817,50.3705227051,50.2909113842,49.2471345988
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,150.0,100.0,72.0,46.6287268191,49.0873460622,48.6797484065,45.8756121622,46.9019886612
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,150.0,100.0,72.0,46.0189074575,45.4254138954,47.8980284266,47.6899290749,47.987492513
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,150.0,100.0,72.0,45.1536916758,45.1862715041,41.0849125881,44.4948627449,46.0939732652
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,155.0,100.0,72.0,49.2498824269,49.8187396174,49.8007982766,49.597408546,50.1131895773
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,155.0,100.0,72.0,48.4543289506,46.8952312694,48.5887288116,48.503509301,49.7505313406
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,155.0,100.0,72.0,46.3766327735,47.7231018756,48.2447134792,49.1055759915,47.5424127772
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,155.0,100.0,72.0,46.0236312736,46.1788439739,45.2216632467,47.2087323568,45.1844914793
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,155.0,100.0,72.0,42.240541845,45.9700819516,44.6926891706,43.6464202761,44.1871771072
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,160.0,100.0,72.0,49.4522172739,48.5823201154,48.8644796908,48.8749250234,49.0867083917
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,160.0,100.0,72.0,46.6737146548,47.1164091096,47.6209598211,46.3066275914,48.3131376143
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,160.0,100.0,72.0,46.8413255956,45.3220632201,46.3468660281,44.9804360363,46.9350432002
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,160.0,100.0,72.0,45.867603939,46.866179917,43.1665429902,45.5101452362,47.2965118207
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,160.0,100.0,72.0,43.4557868426,44.1427113228,42.4943784995,42.2255186045,42.1487615734
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,165.0,100.0,72.0,47.7532108925,47.9242507195,47.4921870866,47.3311514865,47.6478233819
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,165.0,100.0,72.0,46.29995923,47.3172383739,47.0400548209,47.425842294,46.7289001315
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,165.0,100.0,72.0,44.3487850947,46.4984734474,44.220035856,45.1083744735,44.7108324802
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,165.0,100.0,72.0,43.5684709044,42.5123832314,43.896359502,43.4068752649,44.0887434002
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,165.0,100.0,72.0,40.449174562,40.6162270152,42.4681088595,41.4407734033,40.1946312192
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,170.0,100.0,72.0,46.8632750373,47.4443482189,46.8899317766,46.4098359989,46.7599192506
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,170.0,100.0,72.0,46.383647361,45.9682508095,46.1225334608,46.8359719686,46.4016658656
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,170.0,100.0,72.0,43.5369662282,45.852394287,46.4029805179,45.9407698907,45.0181302864
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,170.0,100.0,72.0,44.3246364315,44.0343522527,41.8468463615,45.1362675715,44.5518171511
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,170.0,100.0,72.0,44.1007347768,40.2941374396,41.5556643749,40.5102246815,41.0036401754
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,175.0,100.0,72.0,46.180733891,46.5574826472,45.8417250557,45.3416728894,45.3856254745
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,175.0,100.0,72.0,43.3965287712,45.5862895444,44.748381898,43.6742161073,43.3863231209
